iter	Passed	Remaining
0	77	77555
1	87	43518
2	94	31550
3	104	25911
4	112	22360
5	122	20327
6	128	18180
7	136	16880
8	146	16161
9	153	15243
10	159	14376
11	166	13682
12	172	13130
13	181	12806
14	187	12286
15	192	11831
16	197	11402
17	203	11089
18	206	10665
19	211	10351
20	216	10100
21	222	9878
22	228	9707
23	240	9761
24	249	9713
25	251	9437
26	272	9828
27	290	10088
28	300	10074
29	305	9886
30	312	9765
31	317	9604
32	323	9490
33	332	9441
34	346	9562
35	358	9594
36	361	9407
37	368	9320
38	374	9217
39	387	9300
40	399	9353
41	408	9328
42	491	10939
43	514	11173
44	540	11476
45	557	11563
46	592	12021
47	628	12459
48	653	12677
49	672	12774
50	695	12942
51	726	13253
52	747	13355
53	767	13453
54	793	13632
55	823	13873
56	860	14238
57	870	14133
58	903	14410
59	928	14540
60	932	14360
61	941	14249
62	958	14250
63	972	14227
64	978	14076
65	986	13955
66	995	13864
67	1002	13742
68	1007	13593
69	1014	13481
70	1023	13394
71	1032	13305
72	1038	13184
73	1051	13162
74	1064	13130
75	1079	13121
76	1089	13058
77	1097	12967
78	1105	12883
79	1114	12817
80	1120	12714
81	1127	12618
82	1134	12529
83	1143	12474
84	1156	12448
85	1167	12409
86	1181	12398
87	1191	12347
88	1199	12281
89	1207	12207
90	1217	12165
91	1223	12072
92	1229	11991
93	1234	11901
94	1238	11800
95	1245	11732
96	1252	11663
97	1259	11587
98	1262	11488
99	1268	11415
100	1274	11343
101	1281	11282
102	1287	11215
103	1295	11159
104	1301	11093
105	1307	11031
106	1314	10971
107	1320	10904
108	1327	10854
109	1336	10814
110	1356	10866
111	1379	10937
112	1394	10945
113	1406	10934
114	1430	11007
115	1453	11075
116	1463	11041
117	1466	10963
118	1474	10917
119	1481	10863
120	1488	10811
121	1497	10777
122	1505	10735
123	1512	10682
124	1519	10634
125	1526	10586
126	1535	10552
127	1543	10516
128	1551	10474
129	1558	10429
130	1565	10387
131	1573	10346
132	1577	10284
133	1583	10232
134	1588	10175
135	1612	10244
136	1687	10632
137	1729	10805
138	1736	10758
139	1743	10711
140	1757	10707
141	1777	10737
142	1810	10847
143	1812	10771
144	1825	10763
145	1872	10953
146	1902	11039
147	1920	11053
148	1936	11061
149	1943	11014
150	1962	11034
151	1973	11008
152	2045	11326
153	2082	11439
154	2102	11462
155	2138	11571
156	2152	11556
157	2170	11568
158	2195	11611
159	2208	11593
160	2232	11635
161	2264	11711
162	2279	11705
163	2295	11701
164	2310	11694
165	2328	11697
166	2337	11657
167	2349	11635
168	2361	11609
169	2374	11590
170	2376	11519
171	2382	11469
172	2389	11424
173	2399	11388
174	2412	11373
175	2420	11331
176	2425	11279
177	2434	11241
178	2442	11203
179	2450	11161
180	2474	11196
181	2498	11229
182	2509	11203
183	2547	11298
184	2572	11333
185	2584	11310
186	2606	11330
187	2619	11312
188	2630	11287
189	2640	11258
190	2667	11296
191	2708	11398
192	2726	11399
193	2736	11368
194	2744	11330
195	2750	11281
196	2756	11236
197	2764	11197
198	2771	11154
199	2776	11107
200	2781	11058
201	2786	11008
202	2792	10962
203	2797	10916
204	2817	10927
205	2824	10887
206	2837	10870
207	2878	10960
208	2893	10950
209	2952	11108
210	2961	11074
211	2978	11072
212	2991	11054
213	3018	11086
214	3029	11059
215	3038	11028
216	3046	10992
217	3067	11002
218	3073	10961
219	3080	10922
220	3090	10893
221	3107	10890
222	3122	10879
223	3130	10843
224	3136	10803
225	3141	10759
226	3148	10721
227	3154	10682
228	3159	10637
229	3164	10595
230	3170	10553
231	3176	10514
232	3181	10473
233	3189	10440
234	3197	10407
235	3203	10369
236	3210	10335
237	3219	10309
238	3230	10286
239	3239	10257
240	3248	10230
241	3258	10205
242	3272	10194
243	3280	10165
244	3286	10128
245	3291	10089
246	3295	10046
247	3301	10012
248	3307	9976
249	3313	9940
250	3319	9907
251	3335	9900
252	3346	9880
253	3358	9863
254	3370	9846
255	3377	9814
256	3383	9780
257	3388	9745
258	3393	9707
259	3400	9678
260	3408	9651
261	3418	9628
262	3424	9597
263	3435	9576
264	3443	9551
265	3451	9523
266	3464	9510
267	3471	9480
268	3478	9452
269	3484	9420
270	3491	9391
271	3497	9359
272	3503	9331
273	3511	9303
274	3517	9273
275	3523	9241
276	3529	9211
277	3534	9178
278	3539	9146
279	3545	9115
280	3551	9086
281	3557	9056
282	3562	9025
283	3567	8993
284	3573	8964
285	3577	8931
286	3583	8902
287	3590	8875
288	3595	8846
289	3602	8820
290	3609	8794
291	3624	8789
292	3633	8767
293	3642	8746
294	3651	8726
295	3659	8702
296	3664	8673
297	3669	8645
298	3677	8621
299	3684	8597
300	3739	8685
301	3769	8711
302	3780	8695
303	3820	8747
304	3830	8728
305	3837	8704
306	3844	8677
307	3850	8650
308	3857	8626
309	3866	8606
310	3876	8589
311	3889	8577
312	3898	8556
313	3904	8530
314	3910	8503
315	3916	8477
316	3922	8451
317	3929	8427
318	3935	8401
319	3942	8378
320	3949	8353
321	3956	8330
322	3961	8302
323	3968	8279
324	3975	8257
325	3989	8247
326	4008	8249
327	4024	8246
328	4036	8232
329	4077	8278
330	4102	8292
331	4123	8296
332	4137	8286
333	4153	8281
334	4161	8259
335	4167	8235
336	4173	8210
337	4179	8185
338	4185	8161
339	4192	8139
340	4199	8116
341	4206	8093
342	4210	8065
343	4215	8039
344	4220	8013
345	4226	7989
346	4233	7967
347	4240	7945
348	4248	7924
349	4254	7901
350	4261	7879
351	4268	7857
352	4274	7833
353	4281	7812
354	4290	7794
355	4296	7773
356	4302	7749
357	4307	7725
358	4315	7704
359	4321	7682
360	4328	7661
361	4339	7648
362	4351	7636
