iter	Logloss
0	0.6849888069
1	0.6770554384
2	0.6707991981
3	0.6636187481
4	0.6571532168
5	0.6522824196
6	0.6472417619
7	0.642273502
8	0.6382192529
9	0.6343735611
10	0.6301223254
11	0.6259326553
12	0.6228248516
13	0.6189233451
14	0.6153825296
15	0.6121756354
16	0.6091643841
17	0.605748853
18	0.6034291798
19	0.6004644562
20	0.5972229973
21	0.5942839539
22	0.5914623937
23	0.5889717938
24	0.5875801829
25	0.5848697127
26	0.5833139415
27	0.5815524751
28	0.5812042231
29	0.5791986929
30	0.5766716564
31	0.5745729299
32	0.5727049786
33	0.5710915544
34	0.5692031735
35	0.567508687
36	0.5659250461
37	0.5651617576
38	0.5637261996
39	0.5633638855
40	0.562768835
41	0.5613485175
42	0.5598809039
43	0.5583670814
44	0.5572228136
45	0.5562488027
46	0.554437653
47	0.5538378349
48	0.5535893893
49	0.5527980395
50	0.5519522626
51	0.5509574438
52	0.5498051037
53	0.5484910871
54	0.5478356104
55	0.5476606355
56	0.547012301
57	0.5464700186
58	0.5447131975
59	0.5432924405
60	0.5422461205
61	0.5418277304
62	0.5412335101
63	0.5405700279
64	0.5393472783
65	0.5387449368
66	0.5378507807
67	0.5376892114
68	0.5363208944
69	0.5357218935
70	0.5349993373
71	0.5346612474
72	0.5334221816
73	0.5325891854
74	0.5322538681
75	0.5314650439
76	0.5308407128
77	0.5299629866
78	0.5293456672
79	0.5289518425
80	0.5282783105
81	0.5273840326
82	0.527238425
83	0.5262151341
84	0.5257030822
85	0.5246616937
86	0.5242413655
87	0.5232788787
88	0.5216760626
89	0.5201492583
90	0.5192906323
91	0.5185918342
92	0.5180160075
93	0.5172926521
94	0.5166605985
95	0.5162374785
96	0.5157146647
97	0.5154332255
98	0.5150699391
99	0.5146611926
100	0.5132578804
101	0.5126034915
102	0.5121600899
103	0.5121586272
104	0.5116830709
105	0.5107675519
106	0.5097281457
107	0.5095608263
108	0.5090505009
109	0.5081784258
110	0.5079762438
111	0.507122491
112	0.5066060609
