iter	Passed	Remaining
0	8	8349
1	18	9268
2	29	9918
3	38	9531
4	45	9146
5	53	8848
6	64	9197
7	76	9480
8	104	11499
9	122	12103
10	165	14903
11	176	14523
12	198	15044
13	208	14652
14	223	14664
15	244	15007
16	253	14639
17	268	14627
18	278	14396
19	290	14212
20	313	14605
21	320	14263
22	326	13883
23	332	13533
24	336	13131
25	345	12940
26	349	12612
27	355	12339
28	358	12001
29	364	11784
30	370	11575
31	380	11512
32	388	11395
33	395	11222
34	400	11039
35	403	10815
36	410	10682
37	413	10465
38	419	10337
39	424	10186
40	427	10000
41	434	9908
42	442	9841
43	447	9720
44	454	9643
45	460	9543
46	467	9474
47	474	9408
48	479	9299
49	486	9252
50	491	9146
51	496	9058
52	501	8968
53	509	8922
54	514	8843
55	517	8727
56	524	8671
57	530	8619
58	536	8562
59	544	8527
60	553	8524
61	562	8514
62	568	8449
63	574	8405
64	581	8363
65	586	8304
66	593	8269
67	601	8237
68	607	8202
69	613	8153
70	620	8114
71	626	8070
72	639	8125
73	649	8128
74	659	8130
75	666	8107
76	671	8055
77	678	8016
78	685	7986
79	690	7945
80	695	7892
81	701	7850
82	704	7787
83	708	7721
84	717	7726
85	736	7825
86	745	7824
87	753	7806
88	759	7776
89	766	7748
90	772	7721
91	782	7727
92	928	9050
93	950	9162
94	967	9212
95	994	9367
96	1011	9415
97	1020	9396
98	1035	9427
99	1048	9434
100	1054	9384
101	1058	9321
102	1065	9281
103	1067	9195
104	1074	9159
105	1082	9131
106	1088	9080
107	1090	9007
108	1096	8960
109	1107	8960
110	1111	8903
111	1124	8915
112	1138	8937
113	1149	8930
114	1154	8888
115	1160	8841
116	1166	8804
117	1171	8759
118	1175	8706
119	1182	8668
120	1189	8637
121	1194	8594
122	1201	8564
123	1209	8543
124	1230	8610
125	1241	8610
126	1248	8584
127	1259	8579
128	1279	8636
129	1289	8629
130	1307	8674
131	1316	8654
132	1322	8620
133	1336	8635
134	1359	8711
135	1369	8699
