iter	Passed	Remaining
0	6	6726
1	13	6897
2	16	5538
3	19	4743
4	22	4465
5	27	4509
6	31	4529
7	35	4442
8	40	4421
9	44	4446
10	49	4484
11	56	4643
12	60	4560
13	64	4519
14	66	4359
15	71	4388
16	74	4306
17	76	4174
18	81	4219
19	88	4336
20	93	4357
21	98	4368
22	104	4437
23	112	4568
24	118	4622
25	125	4687
26	130	4700
27	135	4696
28	139	4678
29	145	4692
30	149	4662
31	154	4660
32	159	4670
33	165	4706
34	169	4670
35	173	4640
36	178	4637
37	183	4633
38	187	4628
39	193	4654
40	195	4580
41	202	4617
42	208	4646
43	213	4634
44	218	4630
45	222	4612
46	228	4628
47	234	4645
48	239	4641
49	243	4632
50	248	4623
51	252	4596
52	257	4595
53	260	4562
54	265	4556
55	270	4552
56	272	4503
57	275	4476
58	279	4458
59	283	4444
60	287	4424
61	292	4418
62	298	4439
63	304	4456
64	308	4436
65	313	4429
66	317	4418
67	323	4427
68	327	4424
69	333	4428
70	337	4414
71	342	4410
72	346	4393
73	349	4378
74	353	4361
75	358	4359
76	362	4350
77	367	4349
78	374	4361
79	380	4370
80	386	4385
81	392	4389
82	398	4398
83	403	4403
84	409	4410
85	414	4403
86	417	4384
87	421	4365
88	426	4365
89	431	4359
90	435	4348
91	441	4352
92	445	4345
93	451	4351
94	454	4328
95	459	4325
96	464	4320
97	470	4329
98	473	4306
99	478	4304
100	485	4317
101	491	4331
102	496	4320
103	500	4311
104	504	4302
105	507	4281
106	511	4269
107	517	4270
108	521	4261
109	525	4253
110	529	4241
111	532	4224
112	536	4208
113	540	4202
114	546	4201
115	551	4202
116	554	4186
117	558	4176
118	563	4173
119	568	4169
120	570	4147
121	574	4135
122	578	4122
123	582	4117
124	587	4110
125	593	4118
126	598	4114
127	604	4119
128	609	4114
129	613	4107
130	619	4107
131	624	4107
132	632	4123
133	637	4121
134	642	4115
135	647	4111
136	650	4095
137	652	4078
138	655	4059
139	660	4055
140	665	4057
141	670	4053
142	675	4047
143	678	4034
144	682	4026
145	686	4016
146	691	4012
147	696	4008
148	700	3998
149	704	3992
150	710	3994
151	713	3982
152	716	3965
153	720	3956
154	723	3945
155	726	3932
156	731	3929
157	736	3922
158	742	3925
159	746	3917
160	751	3918
161	756	3912
162	761	3910
163	765	3902
164	769	3892
165	774	3891
166	780	3891
167	785	3887
168	789	3882
169	793	3874
