iter	Passed	Remaining
0	9	9932
1	17	8899
2	24	8108
3	29	7329
4	32	6558
5	38	6330
6	43	6190
7	48	6037
8	53	5927
9	57	5658
10	62	5609
11	67	5555
12	73	5595
13	79	5615
14	85	5596
15	86	5314
16	90	5255
17	96	5280
18	101	5226
19	103	5066
20	148	6901
21	207	9205
22	251	10702
23	302	12288
24	341	13302
25	460	17250
26	496	17890
27	512	17780
28	531	17782
29	541	17517
30	549	17181
31	557	16878
32	566	16589
33	574	16318
34	581	16044
35	588	15751
36	594	15472
37	603	15270
38	612	15095
39	614	14757
40	623	14594
41	629	14367
42	636	14163
43	646	14039
44	658	13977
45	663	13767
46	673	13652
47	681	13519
48	689	13376
49	699	13288
50	713	13269
51	719	13126
52	722	12918
53	731	12811
54	739	12697
55	745	12571
56	748	12384
57	754	12256
58	761	12152
59	770	12071
60	798	12284
61	829	12542
62	862	12825
63	900	13176
64	911	13117
65	946	13389
66	962	13406
67	969	13293
68	978	13197
69	987	13120
70	1002	13112
71	1016	13097
72	1045	13279
73	1058	13250
74	1073	13243
75	1082	13160
76	1092	13101
77	1101	13021
78	1106	12901
79	1113	12800
80	1119	12702
81	1127	12619
82	1134	12532
83	1141	12447
84	1146	12344
85	1157	12300
86	1166	12236
87	1176	12187
88	1184	12125
89	1204	12183
90	1213	12126
91	1221	12060
92	1237	12066
93	1251	12065
94	1261	12020
95	1272	11978
96	1289	12000
97	1385	12753
98	1404	12780
99	1424	12821
100	1437	12795
101	1517	13359
102	1534	13365
103	1561	13452
104	1578	13457
105	1593	13438
106	1601	13362
107	1609	13297
108	1620	13248
109	1628	13176
110	1635	13094
111	1649	13078
112	1669	13105
113	1683	13081
114	1699	13079
115	1708	13016
116	1717	12960
117	1726	12906
118	1743	12908
119	1752	12852
120	1757	12766
121	1795	12919
122	1808	12894
123	1818	12848
124	1828	12802
125	1845	12800
126	1864	12813
127	1883	12832
128	1917	12944
129	1930	12920
130	1939	12867
131	1946	12801
132	1954	12742
133	1964	12696
134	1974	12652
135	1986	12622
136	1997	12585
137	2025	12649
138	2034	12604
139	2044	12561
140	2053	12508
141	2061	12458
142	2127	12751
143	2159	12836
144	2203	12994
145	2246	13142
146	2274	13200
147	2287	13170
148	2296	13118
149	2306	13071
150	2312	13004
151	2326	12977
152	2343	12975
153	2354	12936
154	2385	13006
155	2423	13111
156	2460	13211
157	2482	13232
158	2492	13183
159	2499	13121
160	2506	13060
161	2514	13005
162	2522	12950
163	2526	12879
164	2533	12822
165	2542	12775
166	2550	12721
167	2556	12660
168	2562	12600
169	2569	12546
170	2575	12487
171	2582	12432
172	2589	12376
173	2595	12323
174	2603	12274
175	2612	12229
176	2618	12173
177	2624	12119
178	2630	12064
179	2636	12009
180	2641	11954
181	2646	11896
182	2652	11841
183	2658	11790
184	2664	11739
185	2668	11679
186	2674	11628
187	2681	11581
188	2690	11544
189	2696	11493
190	2707	11465
191	2718	11438
192	2732	11425
193	2744	11402
194	2778	11471
195	2789	11442
196	2797	11403
197	2806	11369
198	2814	11329
199	2818	11275
200	2824	11229
201	2828	11172
202	2834	11127
203	2840	11085
204	2847	11043
205	2854	11001
206	2861	10962
207	2868	10920
208	2873	10875
209	2879	10833
210	2886	10792
211	2892	10751
212	2899	10711
213	2904	10669
214	2911	10630
215	2916	10586
216	2923	10547
217	2929	10508
218	2936	10470
219	2940	10423
220	2944	10380
221	2951	10343
222	2956	10302
223	2963	10265
224	2968	10223
225	2973	10184
226	2980	10150
227	2986	10112
228	2993	10077
229	3000	10044
230	3006	10009
231	3013	9977
232	3020	9943
233	3027	9909
234	3032	9873
235	3039	9840
236	3045	9805
237	3056	9784
238	3064	9758
239	3072	9728
240	3079	9698
241	3087	9670
242	3094	9638
243	3101	9610
244	3110	9586
245	3118	9557
246	3125	9528
247	3131	9496
248	3137	9462
249	3143	9431
250	3150	9400
251	3156	9370
252	3163	9340
253	3170	9311
254	3181	9294
255	3187	9264
256	3193	9232
257	3199	9201
258	3206	9172
259	3214	9149
260	3220	9118
261	3226	9088
262	3233	9060
263	3238	9029
264	3245	9001
265	3252	8973
266	3259	8947
267	3267	8925
268	3276	8903
269	3285	8882
270	3293	8860
271	3303	8840
272	3313	8824
273	3322	8804
274	3330	8781
275	3339	8759
276	3347	8736
277	3355	8713
278	3392	8766
279	3411	8772
280	3433	8785
281	3440	8761
282	3446	8732
283	3452	8704
284	3458	8677
285	3464	8649
286	3470	8621
287	3478	8598
288	3483	8570
289	3490	8546
290	3495	8515
291	3501	8488
292	3507	8463
293	3512	8434
294	3518	8409
295	3524	8383
296	3529	8354
297	3535	8328
298	3541	8303
299	3548	8279
300	3553	8251
301	3560	8228
302	3566	8203
303	3573	8181
304	3581	8160
305	3588	8137
306	3592	8110
307	3603	8095
308	3608	8070
309	3614	8045
310	3620	8020
311	3625	7994
312	3631	7970
313	3635	7941
314	3641	7918
315	3647	7894
316	3651	7868
317	3656	7841
318	3660	7814
319	3665	7788
320	3671	7765
321	3676	7740
322	3681	7716
323	3686	7691
324	3691	7667
325	3696	7643
326	3700	7616
327	3704	7589
328	3707	7562
329	3712	7537
330	3717	7512
331	3721	7488
332	3728	7468
333	3735	7448
334	3743	7431
335	3751	7413
336	3758	7394
337	3765	7375
338	3772	7355
339	3780	7338
340	3789	7322
